Date and Time,ASTEP,ATIME,GAIN,LED Status,LED Intensity,Test,Milliseconds,Seconds,Type,F1 (Basic),F2 (Basic),F3 (Basic),F4 (Basic),F5 (Basic),F6 (Basic),F7 (Basic),F8 (Basic),Clear (Basic),NIR (Basic),Type,F1 (Raw),F2 (Raw),F3 (Raw),F4 (Raw),F5 (Raw),F6 (Raw),F7 (Raw),F8 (Raw),Clear (Raw),NIR (Raw)
2023/9/11 (Monday) 12:59:20,599,119,9,LED ON,255,0.0,33,33409,BASIC COUNTS,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,RAW VALUES,0,0,0,0,0,1,3,2,8,0
2023/9/11 (Monday) 12:59:21,599,119,9,LED ON,255,0.0,34,34475,BASIC COUNTS,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,RAW VALUES,0,0,0,0,0,1,3,2,8,0
2023/9/11 (Monday) 12:59:22,599,119,9,LED ON,255,0.0,35,35542,BASIC COUNTS,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,RAW VALUES,0,0,0,0,0,2,4,2,7,0
2023/9/11 (Monday) 12:59:23,599,119,9,LED ON,255,0.0,36,36611,BASIC COUNTS,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,RAW VALUES,0,0,0,0,0,2,4,3,8,0
2023/9/11 (Monday) 12:59:24,599,119,9,LED ON,255,0.0,37,37677,BASIC COUNTS,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,RAW VALUES,0,0,0,0,0,1,3,2,8,0
2023/9/11 (Monday) 12:59:25,599,119,9,LED ON,255,0.0,38,38743,BASIC COUNTS,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,RAW VALUES,0,0,0,0,0,1,3,1,7,0
2023/9/11 (Monday) 12:59:26,599,119,9,LED ON,255,0.0,39,39811,BASIC COUNTS,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,RAW VALUES,0,0,0,0,0,1,3,2,8,0
2023/9/11 (Monday) 12:59:27,599,119,9,LED ON,255,0.0,40,40877,BASIC COUNTS,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,RAW VALUES,0,0,0,0,0,1,4,2,8,0
2023/9/11 (Monday) 12:59:29,599,119,9,LED ON,255,0.0,41,41944,BASIC COUNTS,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,RAW VALUES,0,0,0,0,0,1,4,2,8,0
2023/9/11 (Monday) 12:59:30,599,119,9,LED ON,255,0.0,43,43013,BASIC COUNTS,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,RAW VALUES,0,0,0,0,0,1,4,2,7,0
2023/9/11 (Monday) 12:59:31,599,119,9,LED ON,255,0.0,44,44081,BASIC COUNTS,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,RAW VALUES,0,0,0,0,0,1,3,1,8,0
2023/9/11 (Monday) 12:59:32,599,119,9,LED ON,255,0.0,45,45148,BASIC COUNTS,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,RAW VALUES,0,0,0,0,0,1,4,2,8,0
2023/9/11 (Monday) 12:59:33,599,119,9,LED ON,255,0.0,46,46214,BASIC COUNTS,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,RAW VALUES,0,0,0,0,0,1,3,2,7,0
2023/9/11 (Monday) 12:59:34,599,119,9,LED ON,255,0.0,47,47281,BASIC COUNTS,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,RAW VALUES,0,0,0,0,0,2,4,2,8,0
2023/9/11 (Monday) 12:59:35,599,119,9,LED ON,255,0.0,48,48348,BASIC COUNTS,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,RAW VALUES,0,0,0,0,0,1,3,2,8,0
2023/9/11 (Monday) 12:59:36,599,119,9,LED ON,255,0.0,49,49413,BASIC COUNTS,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,RAW VALUES,0,0,0,0,0,1,3,1,7,0
2023/9/11 (Monday) 12:59:37,599,119,9,LED ON,255,0.0,50,50483,BASIC COUNTS,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,RAW VALUES,0,0,0,0,0,1,3,2,7,0
2023/9/11 (Monday) 12:59:38,599,119,9,LED ON,255,0.0,51,51549,BASIC COUNTS,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,RAW VALUES,0,0,0,0,0,1,4,2,7,0
2023/9/11 (Monday) 12:59:39,599,119,9,LED ON,255,0.0,52,52616,BASIC COUNTS,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,RAW VALUES,0,0,0,0,0,2,4,2,8,0
2023/9/11 (Monday) 12:59:40,599,119,9,LED ON,255,0.0,53,53684,BASIC COUNTS,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,RAW VALUES,0,0,0,0,0,1,3,2,8,0
2023/9/11 (Monday) 12:59:41,599,119,9,LED ON,255,0.0,54,54750,BASIC COUNTS,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,RAW VALUES,0,0,0,0,0,2,4,2,7,0
2023/9/11 (Monday) 12:59:42,599,119,9,LED ON,255,0.0,55,55817,BASIC COUNTS,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,RAW VALUES,0,0,0,0,0,1,4,3,8,0
2023/9/11 (Monday) 12:59:43,599,119,9,LED ON,255,0.0,56,56925,BASIC COUNTS,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,RAW VALUES,0,0,0,0,0,1,4,2,8,0
2023/9/11 (Monday) 12:59:45,599,119,9,LED ON,255,0.0,57,57991,BASIC COUNTS,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,RAW VALUES,0,0,0,0,0,1,3,1,7,0
2023/9/11 (Monday) 12:59:46,599,119,9,LED ON,255,0.0,59,59058,BASIC COUNTS,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,RAW VALUES,0,0,0,0,0,1,2,2,7,0
2023/9/11 (Monday) 12:59:47,599,119,9,LED ON,255,0.0,60,60125,BASIC COUNTS,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,RAW VALUES,0,0,0,0,0,1,4,2,8,0
2023/9/11 (Monday) 12:59:48,599,119,9,LED ON,255,0.0,61,61193,BASIC COUNTS,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,RAW VALUES,0,0,0,0,0,1,4,2,7,0
Date and Time,ASTEP,ATIME,GAIN,LED Status,LED Intensity,Test,Milliseconds,Seconds,Type,F1 (Basic),F2 (Basic),F3 (Basic),F4 (Basic),F5 (Basic),F6 (Basic),F7 (Basic),F8 (Basic),Clear (Basic),NIR (Basic),Type,F1 (Raw),F2 (Raw),F3 (Raw),F4 (Raw),F5 (Raw),F6 (Raw),F7 (Raw),F8 (Raw),Clear (Raw),NIR (Raw)
2023/9/11 (Monday) 13:0:44,599,119,9,LED ON,255,0.25,1,1365,BASIC COUNTS,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,RAW VALUES,0,0,0,0,0,0,0,0,0,0
2023/9/11 (Monday) 13:0:45,599,119,9,LED ON,255,0.25,2,2437,BASIC COUNTS,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,RAW VALUES,0,0,0,0,0,2,5,3,9,0
2023/9/11 (Monday) 13:0:46,599,119,9,LED ON,255,0.25,3,3512,BASIC COUNTS,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,RAW VALUES,0,0,0,0,0,2,4,3,9,0
2023/9/11 (Monday) 13:0:47,599,119,9,LED ON,255,0.25,4,4582,BASIC COUNTS,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,RAW VALUES,0,0,0,0,0,2,4,2,10,0
2023/9/11 (Monday) 13:0:48,599,119,9,LED ON,255,0.25,5,5652,BASIC COUNTS,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,RAW VALUES,0,0,0,0,0,2,5,2,10,0
2023/9/11 (Monday) 13:0:49,599,119,9,LED ON,255,0.25,6,6720,BASIC COUNTS,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,RAW VALUES,0,0,0,0,0,2,5,4,9,0
2023/9/11 (Monday) 13:0:51,599,119,9,LED ON,255,0.25,7,7831,BASIC COUNTS,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,RAW VALUES,0,0,0,0,0,2,4,3,10,0
2023/9/11 (Monday) 13:0:52,599,119,9,LED ON,255,0.25,8,8898,BASIC COUNTS,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,RAW VALUES,0,0,0,0,0,2,5,3,10,0
2023/9/11 (Monday) 13:0:53,599,119,9,LED ON,255,0.25,9,9963,BASIC COUNTS,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,RAW VALUES,0,0,0,0,0,2,5,3,9,0
2023/9/11 (Monday) 13:0:54,599,119,9,LED ON,255,0.25,11,11030,BASIC COUNTS,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,RAW VALUES,0,0,0,0,0,2,5,3,9,0
2023/9/11 (Monday) 13:0:55,599,119,9,LED ON,255,0.25,12,12095,BASIC COUNTS,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,RAW VALUES,0,0,0,0,0,2,4,2,9,0
2023/9/11 (Monday) 13:0:56,599,119,9,LED ON,255,0.25,13,13162,BASIC COUNTS,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,RAW VALUES,0,0,0,0,0,2,5,2,10,0
2023/9/11 (Monday) 13:0:57,599,119,9,LED ON,255,0.25,14,14231,BASIC COUNTS,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,RAW VALUES,0,0,0,0,0,2,5,3,9,0
2023/9/11 (Monday) 13:0:58,599,119,9,LED ON,255,0.25,15,15297,BASIC COUNTS,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,RAW VALUES,0,0,0,0,0,2,4,3,9,0
2023/9/11 (Monday) 13:0:59,599,119,9,LED ON,255,0.25,16,16362,BASIC COUNTS,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,RAW VALUES,0,0,0,0,0,2,5,3,9,0
2023/9/11 (Monday) 13:1:0,599,119,9,LED ON,255,0.25,17,17431,BASIC COUNTS,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,RAW VALUES,0,0,0,0,0,2,4,2,10,0
2023/9/11 (Monday) 13:1:1,599,119,9,LED ON,255,0.25,18,18497,BASIC COUNTS,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,RAW VALUES,0,0,0,0,0,2,4,2,9,0
2023/9/11 (Monday) 13:1:2,599,119,9,LED ON,255,0.25,19,19563,BASIC COUNTS,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,RAW VALUES,0,0,0,0,0,2,4,2,9,0
2023/9/11 (Monday) 13:1:3,599,119,9,LED ON,255,0.25,20,20630,BASIC COUNTS,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,RAW VALUES,0,0,0,0,0,2,5,4,10,0
2023/9/11 (Monday) 13:1:4,599,119,9,LED ON,255,0.25,21,21699,BASIC COUNTS,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,RAW VALUES,0,0,0,0,0,2,4,3,9,0
2023/9/11 (Monday) 13:1:6,599,119,9,LED ON,255,0.25,22,22804,BASIC COUNTS,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,RAW VALUES,0,0,0,0,0,2,5,2,9,0
2023/9/11 (Monday) 13:1:7,599,119,9,LED ON,255,0.25,23,23871,BASIC COUNTS,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,RAW VALUES,0,0,0,0,0,2,5,4,9,0
2023/9/11 (Monday) 13:1:8,599,119,9,LED ON,255,0.25,24,24939,BASIC COUNTS,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,RAW VALUES,0,0,0,0,0,2,4,3,10,0
2023/9/11 (Monday) 13:1:9,599,119,9,LED ON,255,0.25,26,26006,BASIC COUNTS,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,RAW VALUES,0,0,0,0,0,2,4,3,9,0
2023/9/11 (Monday) 13:1:10,599,119,9,LED ON,255,0.25,27,27072,BASIC COUNTS,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,RAW VALUES,0,0,0,0,0,2,5,3,9,0
2023/9/11 (Monday) 13:1:11,599,119,9,LED ON,255,0.25,28,28139,BASIC COUNTS,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,RAW VALUES,0,0,0,0,0,2,5,3,9,0
2023/9/11 (Monday) 13:1:12,599,119,9,LED ON,255,0.25,29,29205,BASIC COUNTS,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,RAW VALUES,0,0,0,0,0,2,4,3,9,0
2023/9/11 (Monday) 13:1:13,599,119,9,LED ON,255,0.25,30,30272,BASIC COUNTS,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,RAW VALUES,0,0,0,0,0,2,5,3,9,0
2023/9/11 (Monday) 13:1:14,599,119,9,LED ON,255,0.25,31,31341,BASIC COUNTS,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,RAW VALUES,0,0,0,0,0,3,4,3,9,0
2023/9/11 (Monday) 13:1:15,599,119,9,LED ON,255,0.25,32,32408,BASIC COUNTS,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,RAW VALUES,0,0,0,0,1,2,4,3,10,0
2023/9/11 (Monday) 13:1:16,599,119,9,LED ON,255,0.25,33,33474,BASIC COUNTS,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,RAW VALUES,0,0,0,0,0,2,4,2,9,0
2023/9/11 (Monday) 13:1:17,599,119,9,LED ON,255,0.25,34,34541,BASIC COUNTS,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,RAW VALUES,0,0,0,0,0,2,4,2,9,0
2023/9/11 (Monday) 13:1:18,599,119,9,LED ON,255,0.25,35,35610,BASIC COUNTS,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,RAW VALUES,0,0,0,0,0,2,4,2,9,0
2023/9/11 (Monday) 13:1:19,599,119,9,LED ON,255,0.25,36,36676,BASIC COUNTS,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,RAW VALUES,0,0,0,0,0,2,4,2,10,0
2023/9/11 (Monday) 13:1:21,599,119,9,LED ON,255,0.25,37,37782,BASIC COUNTS,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,RAW VALUES,0,0,0,0,0,2,4,3,9,0
2023/9/11 (Monday) 13:1:22,599,119,9,LED ON,255,0.25,38,38850,BASIC COUNTS,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,RAW VALUES,0,0,0,0,0,2,5,3,9,0
2023/9/11 (Monday) 13:1:23,599,119,9,LED ON,255,0.25,39,39917,BASIC COUNTS,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,RAW VALUES,0,0,0,0,0,2,5,3,9,0
2023/9/11 (Monday) 13:1:24,599,119,9,LED ON,255,0.25,40,40984,BASIC COUNTS,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,RAW VALUES,0,0,0,0,0,2,4,2,10,0
2023/9/11 (Monday) 13:1:25,599,119,9,LED ON,255,0.25,42,42053,BASIC COUNTS,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,RAW VALUES,0,0,0,0,0,3,5,3,9,0
2023/9/11 (Monday) 13:1:26,599,119,9,LED ON,255,0.25,43,43118,BASIC COUNTS,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,RAW VALUES,0,0,0,0,0,2,5,3,9,0
2023/9/11 (Monday) 13:1:27,599,119,9,LED ON,255,0.25,44,44185,BASIC COUNTS,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,RAW VALUES,0,0,0,0,0,2,4,3,9,0
2023/9/11 (Monday) 13:1:28,599,119,9,LED ON,255,0.25,45,45254,BASIC COUNTS,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,RAW VALUES,0,0,0,0,0,2,4,3,10,0
2023/9/11 (Monday) 13:1:29,599,119,9,LED ON,255,0.25,46,46319,BASIC COUNTS,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,RAW VALUES,0,0,0,0,0,2,4,4,9,0
2023/9/11 (Monday) 13:1:30,599,119,9,LED ON,255,0.25,47,47386,BASIC COUNTS,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,RAW VALUES,0,0,0,0,0,2,5,3,9,0
2023/9/11 (Monday) 13:1:31,599,119,9,LED ON,255,0.25,48,48451,BASIC COUNTS,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,RAW VALUES,0,0,0,0,0,2,4,3,10,0
2023/9/11 (Monday) 13:1:32,599,119,9,LED ON,255,0.25,49,49519,BASIC COUNTS,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,RAW VALUES,0,0,0,0,0,2,4,4,9,0
2023/9/11 (Monday) 13:1:33,599,119,9,LED ON,255,0.25,50,50585,BASIC COUNTS,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,RAW VALUES,0,0,0,0,0,2,4,2,9,0
2023/9/11 (Monday) 13:1:34,599,119,9,LED ON,255,0.25,51,51652,BASIC COUNTS,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,RAW VALUES,0,0,0,0,0,2,5,3,9,0
2023/9/11 (Monday) 13:1:36,599,119,9,LED ON,255,0.25,52,52760,BASIC COUNTS,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,RAW VALUES,0,0,0,0,0,2,5,3,9,0
2023/9/11 (Monday) 13:1:37,599,119,9,LED ON,255,0.25,53,53827,BASIC COUNTS,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,RAW VALUES,0,0,0,0,0,2,5,3,9,0
2023/9/11 (Monday) 13:1:38,599,119,9,LED ON,255,0.25,54,54894,BASIC COUNTS,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,RAW VALUES,0,0,0,0,0,2,5,3,9,0
2023/9/11 (Monday) 13:1:39,599,119,9,LED ON,255,0.25,55,55961,BASIC COUNTS,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,RAW VALUES,0,0,0,0,0,2,5,4,9,0
2023/9/11 (Monday) 13:1:40,599,119,9,LED ON,255,0.25,57,57027,BASIC COUNTS,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,RAW VALUES,0,0,0,0,0,2,5,3,9,0
2023/9/11 (Monday) 13:1:41,599,119,9,LED ON,255,0.25,58,58093,BASIC COUNTS,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,RAW VALUES,0,0,0,0,0,2,4,2,9,0
2023/9/11 (Monday) 13:1:42,599,119,9,LED ON,255,0.25,59,59161,BASIC COUNTS,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,RAW VALUES,0,0,0,0,0,2,4,3,9,0
