Date and Time,LED Status,LED Intensity,Test,Milliseconds,Seconds,Type,F1 (Basic),F2 (Basic),F3 (Basic),F4 (Basic),F5 (Basic),F6 (Basic),F7 (Basic),F8 (Basic),Clear (Basic),NIR (Basic),Type,F1 (Raw),F2 (Raw),F3 (Raw),F4 (Raw),F5 (Raw),F6 (Raw),F7 (Raw),F8 (Raw),Clear (Raw),NIR (Raw)
2023/8/7 (Monday) 12:3:39,LED ON,255,DI Water Light,34,34126,BASIC COUNTS,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,RAW VALUES,0,0,0,0,0,1,3,3,7,0
2023/8/7 (Monday) 12:3:39,LED ON,255,DI Water Light,34,34788,BASIC COUNTS,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,RAW VALUES,0,0,0,0,0,0,3,3,7,3
2023/8/7 (Monday) 12:3:40,LED ON,255,DI Water Light,35,35456,BASIC COUNTS,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,RAW VALUES,0,0,0,0,0,2,4,3,7,0
2023/8/7 (Monday) 12:3:41,LED ON,255,DI Water Light,36,36119,BASIC COUNTS,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,RAW VALUES,0,0,0,0,0,2,3,3,7,0
2023/8/7 (Monday) 12:3:41,LED ON,255,DI Water Light,36,36781,BASIC COUNTS,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,RAW VALUES,0,0,0,0,0,1,3,3,7,0
2023/8/7 (Monday) 12:3:42,LED ON,255,DI Water Light,37,37448,BASIC COUNTS,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,RAW VALUES,0,0,0,0,0,1,3,3,7,0
2023/8/7 (Monday) 12:3:43,LED ON,255,DI Water Light,38,38108,BASIC COUNTS,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,RAW VALUES,0,0,0,0,0,1,4,3,7,0
2023/8/7 (Monday) 12:3:43,LED ON,255,DI Water Light,38,38775,BASIC COUNTS,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,RAW VALUES,0,0,0,0,0,0,4,3,8,0
2023/8/7 (Monday) 12:3:44,LED ON,255,DI Water Light,39,39441,BASIC COUNTS,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,RAW VALUES,0,0,0,0,0,1,3,3,7,0
2023/8/7 (Monday) 12:3:45,LED ON,255,DI Water Light,40,40102,BASIC COUNTS,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,RAW VALUES,0,0,0,0,0,2,3,3,8,3
2023/8/7 (Monday) 12:3:45,LED ON,255,DI Water Light,40,40763,BASIC COUNTS,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,RAW VALUES,0,0,0,0,0,1,3,3,8,0
2023/8/7 (Monday) 12:3:46,LED ON,255,DI Water Light,41,41425,BASIC COUNTS,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,RAW VALUES,0,0,0,0,0,1,4,3,7,0
2023/8/7 (Monday) 12:3:47,LED ON,255,DI Water Light,42,42088,BASIC COUNTS,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,RAW VALUES,0,0,0,0,0,2,4,3,7,0
2023/8/7 (Monday) 12:3:47,LED ON,255,DI Water Light,42,42750,BASIC COUNTS,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,RAW VALUES,0,0,0,0,0,1,3,3,8,0
2023/8/7 (Monday) 12:3:48,LED ON,255,DI Water Light,43,43415,BASIC COUNTS,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,RAW VALUES,0,0,0,0,0,2,3,3,7,0
2023/8/7 (Monday) 12:3:49,LED ON,255,DI Water Light,44,44079,BASIC COUNTS,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,RAW VALUES,0,0,0,0,0,1,3,3,7,0
2023/8/7 (Monday) 12:3:49,LED ON,255,DI Water Light,44,44741,BASIC COUNTS,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,RAW VALUES,0,0,0,0,0,0,4,3,7,0
2023/8/7 (Monday) 12:3:50,LED ON,255,DI Water Light,45,45401,BASIC COUNTS,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,RAW VALUES,0,0,0,0,0,2,4,3,7,3
2023/8/7 (Monday) 12:3:51,LED ON,255,DI Water Light,46,46065,BASIC COUNTS,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,RAW VALUES,0,0,0,0,0,1,4,3,7,0
2023/8/7 (Monday) 12:3:51,LED ON,255,DI Water Light,46,46725,BASIC COUNTS,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,RAW VALUES,0,0,0,0,0,1,3,3,7,0
2023/8/7 (Monday) 12:3:52,LED ON,255,DI Water Light,47,47385,BASIC COUNTS,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,RAW VALUES,0,0,0,0,0,2,3,3,7,0
2023/8/7 (Monday) 12:3:53,LED ON,255,DI Water Light,48,48049,BASIC COUNTS,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,RAW VALUES,0,0,0,0,0,1,4,3,7,0
2023/8/7 (Monday) 12:3:53,LED ON,255,DI Water Light,48,48715,BASIC COUNTS,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,RAW VALUES,0,0,0,0,0,2,4,3,7,0
2023/8/7 (Monday) 12:3:54,LED ON,255,DI Water Light,49,49381,BASIC COUNTS,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,RAW VALUES,0,0,0,0,0,0,3,3,7,0
2023/8/7 (Monday) 12:3:55,LED ON,255,DI Water Light,50,50043,BASIC COUNTS,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,RAW VALUES,0,0,0,0,0,1,3,3,7,3
2023/8/7 (Monday) 12:3:55,LED ON,255,DI Water Light,50,50707,BASIC COUNTS,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,RAW VALUES,0,0,0,0,0,1,4,3,7,0
2023/8/7 (Monday) 12:3:56,LED ON,255,DI Water Light,51,51370,BASIC COUNTS,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,RAW VALUES,0,0,0,0,0,2,3,3,7,0
2023/8/7 (Monday) 12:3:57,LED ON,255,DI Water Light,52,52033,BASIC COUNTS,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,RAW VALUES,0,0,0,0,0,2,3,3,7,0
2023/8/7 (Monday) 12:3:57,LED ON,255,DI Water Light,52,52699,BASIC COUNTS,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,RAW VALUES,0,0,0,0,0,2,4,3,7,3
2023/8/7 (Monday) 12:3:58,LED ON,255,DI Water Light,53,53361,BASIC COUNTS,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,RAW VALUES,0,0,0,0,0,1,4,2,7,0
2023/8/7 (Monday) 12:3:  ,LED ON,255,DI Water Light,54,54025,BASIC COUNTS,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,RAW VALUES,0,0,0,0,0,1,3,3,7,0
2023/8/7 (Monday) 12:3:  ,LED ON,255,DI Water Light,54,54690,BASIC COUNTS,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,RAW VALUES,0,0,0,0,0,2,4,3,7,0
2023/8/7 (Monday) 12:4:0,LED ON,255,DI Water Light,55,55351,BASIC COUNTS,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,RAW VALUES,0,0,0,0,0,2,4,3,7,0
2023/8/7 (Monday) 12:4:1,LED ON,255,DI Water Light,56,56014,BASIC COUNTS,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,RAW VALUES,0,0,0,0,0,2,4,3,7,0
2023/8/7 (Monday) 12:4:1,LED ON,255,DI Water Light,56,56678,BASIC COUNTS,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,RAW VALUES,0,0,0,0,0,2,4,3,7,0
2023/8/7 (Monday) 12:4:2,LED ON,255,DI Water Light,57,57339,BASIC COUNTS,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,RAW VALUES,0,0,0,0,0,1,3,3,8,0
2023/8/7 (Monday) 12:4:3,LED ON,255,DI Water Light,58,58000,BASIC COUNTS,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,RAW VALUES,0,0,0,0,0,0,4,3,7,0
2023/8/7 (Monday) 12:4:3,LED ON,255,DI Water Light,58,58662,BASIC COUNTS,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,RAW VALUES,0,0,0,0,0,1,3,3,6,0
2023/8/7 (Monday) 12:4:4,LED ON,255,DI Water Light,  ,323,BASIC COUNTS,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,RAW VALUES,0,0,0,0,0,2,3,3,8,0
2023/8/7 (Monday) 12:4:5,LED ON,255,DI Water Light,  ,86,BASIC COUNTS,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,RAW VALUES,0,0,0,0,0,1,3,4,7,0
2023/8/7 (Monday) 12:4:5,LED ON,255,DI Water Light,60,60649,BASIC COUNTS,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,RAW VALUES,0,0,0,0,0,1,4,3,7,0
Date and Time,LED Status,LED Intensity,Test,Milliseconds,Seconds,Type,F1 (Basic),F2 (Basic),F3 (Basic),F4 (Basic),F5 (Basic),F6 (Basic),F7 (Basic),F8 (Basic),Clear (Basic),NIR (Basic),Type,F1 (Raw),F2 (Raw),F3 (Raw),F4 (Raw),F5 (Raw),F6 (Raw),F7 (Raw),F8 (Raw),Clear (Raw),NIR (Raw)
2023/8/7 (Monday) 12:4:49,LED ON,255,6.5 mg/L,0,976,BASIC COUNTS,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,RAW VALUES,0,0,0,0,0,0,0,0,0,0
2023/8/7 (Monday) 12:4:49,LED ON,255,6.5 mg/L,1,1637,BASIC COUNTS,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.01,0.00,RAW VALUES,3,2,4,3,24,170,182,79,285,15
2023/8/7 (Monday) 12:4:50,LED ON,255,6.5 mg/L,2,2303,BASIC COUNTS,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.01,0.00,RAW VALUES,3,3,4,3,25,170,182,79,285,15
2023/8/7 (Monday) 12:4:50,LED ON,255,6.5 mg/L,2,2965,BASIC COUNTS,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.01,0.00,RAW VALUES,2,3,4,3,24,169,181,79,285,21
2023/8/7 (Monday) 12:4:51,LED ON,255,6.5 mg/L,3,3624,BASIC COUNTS,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.01,0.00,RAW VALUES,3,3,4,3,24,170,181,79,286,15
2023/8/7 (Monday) 12:4:52,LED ON,255,6.5 mg/L,4,4286,BASIC COUNTS,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.01,0.00,RAW VALUES,3,3,4,3,24,169,182,79,285,18
2023/8/7 (Monday) 12:4:52,LED ON,255,6.5 mg/L,4,4956,BASIC COUNTS,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.01,0.00,RAW VALUES,3,3,4,3,24,169,182,78,286,18
2023/8/7 (Monday) 12:4:53,LED ON,255,6.5 mg/L,5,5620,BASIC COUNTS,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.01,0.00,RAW VALUES,2,3,4,3,24,170,182,79,286,15
2023/8/7 (Monday) 12:4:54,LED ON,255,6.5 mg/L,6,6285,BASIC COUNTS,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.01,0.00,RAW VALUES,3,3,5,3,24,170,182,79,285,18
2023/8/7 (Monday) 12:4:54,LED ON,255,6.5 mg/L,6,6948,BASIC COUNTS,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.01,0.00,RAW VALUES,3,2,4,3,24,169,182,78,286,18
2023/8/7 (Monday) 12:4:55,LED ON,255,6.5 mg/L,7,7610,BASIC COUNTS,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.01,0.00,RAW VALUES,2,3,5,3,24,170,181,79,285,18
2023/8/7 (Monday) 12:4:56,LED ON,255,6.5 mg/L,8,8275,BASIC COUNTS,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.01,0.00,RAW VALUES,3,2,4,2,24,169,182,79,286,18
2023/8/7 (Monday) 12:4:56,LED ON,255,6.5 mg/L,8,8938,BASIC COUNTS,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.01,0.00,RAW VALUES,2,2,4,3,24,170,181,79,286,15
2023/8/7 (Monday) 12:4:57,LED ON,255,6.5 mg/L,9,9  8,BASIC COUNTS,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.01,0.00,RAW VALUES,3,3,4,3,24,169,182,78,286,16
2023/8/7 (Monday) 12:4:58,LED ON,255,6.5 mg/L,10,10260,BASIC COUNTS,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.01,0.00,RAW VALUES,3,3,5,3,24,169,182,79,286,15
2023/8/7 (Monday) 12:4:58,LED ON,255,6.5 mg/L,10,10922,BASIC COUNTS,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.01,0.00,RAW VALUES,3,3,4,3,24,170,182,78,286,18
2023/8/7 (Monday) 12:4:  ,LED ON,255,6.5 mg/L,11,11587,BASIC COUNTS,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.01,0.00,RAW VALUES,3,2,5,3,24,171,182,79,285,21
2023/8/7 (Monday) 12:5:0,LED ON,255,6.5 mg/L,12,12249,BASIC COUNTS,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.01,0.00,RAW VALUES,3,3,4,3,24,169,182,79,285,15
2023/8/7 (Monday) 12:5:0,LED ON,255,6.5 mg/L,12,12912,BASIC COUNTS,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.01,0.00,RAW VALUES,3,3,5,3,25,169,182,79,286,15
2023/8/7 (Monday) 12:5:1,LED ON,255,6.5 mg/L,13,13575,BASIC COUNTS,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.01,0.00,RAW VALUES,3,2,4,3,24,170,182,79,285,18
2023/8/7 (Monday) 12:5:2,LED ON,255,6.5 mg/L,14,14241,BASIC COUNTS,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.01,0.00,RAW VALUES,2,2,4,3,24,170,182,79,286,15
2023/8/7 (Monday) 12:5:2,LED ON,255,6.5 mg/L,14,14908,BASIC COUNTS,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.01,0.00,RAW VALUES,3,2,4,3,24,169,182,79,286,18
2023/8/7 (Monday) 12:5:3,LED ON,255,6.5 mg/L,15,15570,BASIC COUNTS,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.01,0.00,RAW VALUES,3,3,5,3,25,171,182,78,286,18
2023/8/7 (Monday) 12:5:4,LED ON,255,6.5 mg/L,16,16235,BASIC COUNTS,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.01,0.00,RAW VALUES,2,3,4,3,25,169,182,79,286,15
2023/8/7 (Monday) 12:5:4,LED ON,255,6.5 mg/L,16,16899,BASIC COUNTS,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.01,0.00,RAW VALUES,3,1,4,3,25,170,183,78,286,18
2023/8/7 (Monday) 12:5:5,LED ON,255,6.5 mg/L,17,17560,BASIC COUNTS,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.01,0.00,RAW VALUES,3,2,4,3,24,170,182,78,286,15
2023/8/7 (Monday) 12:5:6,LED ON,255,6.5 mg/L,18,18224,BASIC COUNTS,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.01,0.00,RAW VALUES,3,3,4,3,24,170,183,78,286,18
2023/8/7 (Monday) 12:5:6,LED ON,255,6.5 mg/L,18,18886,BASIC COUNTS,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.01,0.00,RAW VALUES,2,3,4,3,24,170,182,79,286,18
2023/8/7 (Monday) 12:5:7,LED ON,255,6.5 mg/L,19,19551,BASIC COUNTS,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.01,0.00,RAW VALUES,2,2,4,3,24,170,182,79,286,15
2023/8/7 (Monday) 12:5:8,LED ON,255,6.5 mg/L,20,20217,BASIC COUNTS,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.01,0.00,RAW VALUES,3,3,4,3,25,170,182,79,285,15
2023/8/7 (Monday) 12:5:8,LED ON,255,6.5 mg/L,20,20879,BASIC COUNTS,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.01,0.00,RAW VALUES,3,2,4,3,25,169,182,78,285,18
2023/8/7 (Monday) 12:5:9,LED ON,255,6.5 mg/L,21,21549,BASIC COUNTS,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.01,0.00,RAW VALUES,3,2,4,3,24,169,181,79,286,21
2023/8/7 (Monday) 12:5:10,LED ON,255,6.5 mg/L,22,22213,BASIC COUNTS,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.01,0.00,RAW VALUES,2,2,5,3,25,171,182,79,286,18
2023/8/7 (Monday) 12:5:10,LED ON,255,6.5 mg/L,22,22875,BASIC COUNTS,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.01,0.00,RAW VALUES,3,2,4,3,24,171,181,79,286,18
2023/8/7 (Monday) 12:5:11,LED ON,255,6.5 mg/L,23,23541,BASIC COUNTS,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.01,0.00,RAW VALUES,3,3,5,3,24,170,183,79,286,18
2023/8/7 (Monday) 12:5:12,LED ON,255,6.5 mg/L,24,24205,BASIC COUNTS,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.01,0.00,RAW VALUES,3,3,4,3,24,170,182,79,286,15
2023/8/7 (Monday) 12:5:12,LED ON,255,6.5 mg/L,24,24868,BASIC COUNTS,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.01,0.00,RAW VALUES,3,3,4,2,24,169,182,78,286,18
2023/8/7 (Monday) 12:5:13,LED ON,255,6.5 mg/L,25,25532,BASIC COUNTS,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.01,0.00,RAW VALUES,3,2,5,3,24,170,182,78,285,15
2023/8/7 (Monday) 12:5:14,LED ON,255,6.5 mg/L,26,26197,BASIC COUNTS,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.01,0.00,RAW VALUES,3,2,4,3,24,170,182,78,286,18
2023/8/7 (Monday) 12:5:14,LED ON,255,6.5 mg/L,26,26861,BASIC COUNTS,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.01,0.00,RAW VALUES,3,2,5,3,24,170,182,79,285,15
2023/8/7 (Monday) 12:5:15,LED ON,255,6.5 mg/L,27,27524,BASIC COUNTS,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.01,0.00,RAW VALUES,3,3,5,4,25,171,183,79,285,18
2023/8/7 (Monday) 12:5:16,LED ON,255,6.5 mg/L,28,28189,BASIC COUNTS,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.01,0.00,RAW VALUES,3,2,4,2,24,170,182,78,285,18
2023/8/7 (Monday) 12:5:16,LED ON,255,6.5 mg/L,28,28852,BASIC COUNTS,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.01,0.00,RAW VALUES,3,3,5,3,24,170,182,79,286,18
2023/8/7 (Monday) 12:5:17,LED ON,255,6.5 mg/L,29,29516,BASIC COUNTS,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.01,0.00,RAW VALUES,2,3,4,3,25,169,182,79,285,18
2023/8/7 (Monday) 12:5:18,LED ON,255,6.5 mg/L,30,30178,BASIC COUNTS,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.01,0.00,RAW VALUES,3,2,4,3,25,171,182,79,286,15
2023/8/7 (Monday) 12:5:18,LED ON,255,6.5 mg/L,30,30843,BASIC COUNTS,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.01,0.00,RAW VALUES,3,2,4,3,24,171,182,79,286,18
2023/8/7 (Monday) 12:5:19,LED ON,255,6.5 mg/L,31,31506,BASIC COUNTS,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.01,0.00,RAW VALUES,3,2,4,3,25,170,182,78,286,15
2023/8/7 (Monday) 12:5:20,LED ON,255,6.5 mg/L,32,32170,BASIC COUNTS,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.01,0.00,RAW VALUES,3,3,4,3,25,171,182,78,285,18
2023/8/7 (Monday) 12:5:20,LED ON,255,6.5 mg/L,32,32835,BASIC COUNTS,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.01,0.00,RAW VALUES,3,2,4,3,24,170,182,78,286,21
2023/8/7 (Monday) 12:5:21,LED ON,255,6.5 mg/L,33,33498,BASIC COUNTS,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.01,0.00,RAW VALUES,3,2,5,3,24,171,182,79,285,15
2023/8/7 (Monday) 12:5:22,LED ON,255,6.5 mg/L,34,34162,BASIC COUNTS,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.01,0.00,RAW VALUES,3,3,5,3,25,170,182,79,285,18
2023/8/7 (Monday) 12:5:22,LED ON,255,6.5 mg/L,34,34822,BASIC COUNTS,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.01,0.00,RAW VALUES,3,2,5,4,25,170,183,79,286,18
2023/8/7 (Monday) 12:5:23,LED ON,255,6.5 mg/L,35,35482,BASIC COUNTS,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.01,0.00,RAW VALUES,2,2,4,3,25,170,182,79,286,15
2023/8/7 (Monday) 12:5:24,LED ON,255,6.5 mg/L,36,36143,BASIC COUNTS,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.01,0.00,RAW VALUES,3,2,4,3,24,170,183,78,286,18
2023/8/7 (Monday) 12:5:24,LED ON,255,6.5 mg/L,36,36805,BASIC COUNTS,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.01,0.00,RAW VALUES,2,3,4,3,25,169,182,79,286,15
2023/8/7 (Monday) 12:5:25,LED ON,255,6.5 mg/L,37,37470,BASIC COUNTS,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.01,0.00,RAW VALUES,3,3,4,2,25,170,182,79,286,18
2023/8/7 (Monday) 12:5:26,LED ON,255,6.5 mg/L,38,38134,BASIC COUNTS,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.01,0.00,RAW VALUES,3,3,5,3,25,170,182,78,286,15
2023/8/7 (Monday) 12:5:26,LED ON,255,6.5 mg/L,38,38798,BASIC COUNTS,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.01,0.00,RAW VALUES,3,3,5,3,24,171,182,79,285,18
2023/8/7 (Monday) 12:5:27,LED ON,255,6.5 mg/L,39,39464,BASIC COUNTS,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.01,0.00,RAW VALUES,3,3,4,3,25,170,183,79,286,18
2023/8/7 (Monday) 12:5:28,LED ON,255,6.5 mg/L,40,40125,BASIC COUNTS,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.01,0.00,RAW VALUES,3,3,4,3,25,171,183,79,286,18
2023/8/7 (Monday) 12:5:28,LED ON,255,6.5 mg/L,40,40786,BASIC COUNTS,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.01,0.00,RAW VALUES,3,3,4,3,24,170,182,78,286,18
2023/8/7 (Monday) 12:5:29,LED ON,255,6.5 mg/L,41,41447,BASIC COUNTS,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.01,0.00,RAW VALUES,2,3,5,3,24,171,182,79,286,18
2023/8/7 (Monday) 12:5:30,LED ON,255,6.5 mg/L,42,42108,BASIC COUNTS,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.01,0.00,RAW VALUES,3,3,4,3,24,170,182,79,286,15
2023/8/7 (Monday) 12:5:30,LED ON,255,6.5 mg/L,42,42772,BASIC COUNTS,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.01,0.00,RAW VALUES,3,3,4,3,24,170,182,79,285,21
2023/8/7 (Monday) 12:5:31,LED ON,255,6.5 mg/L,43,43433,BASIC COUNTS,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.01,0.00,RAW VALUES,3,3,4,3,24,170,181,79,286,15
2023/8/7 (Monday) 12:5:32,LED ON,255,6.5 mg/L,44,44099,BASIC COUNTS,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.01,0.00,RAW VALUES,3,2,5,3,25,170,183,78,286,18
2023/8/7 (Monday) 12:5:32,LED ON,255,6.5 mg/L,44,44765,BASIC COUNTS,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.01,0.00,RAW VALUES,3,3,5,3,25,170,182,79,286,15
2023/8/7 (Monday) 12:5:33,LED ON,255,6.5 mg/L,45,45425,BASIC COUNTS,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.01,0.00,RAW VALUES,3,2,4,4,24,170,183,79,285,15
2023/8/7 (Monday) 12:5:34,LED ON,255,6.5 mg/L,46,46088,BASIC COUNTS,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.01,0.00,RAW VALUES,3,3,4,3,24,171,182,79,285,21
2023/8/7 (Monday) 12:5:34,LED ON,255,6.5 mg/L,46,46754,BASIC COUNTS,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.01,0.00,RAW VALUES,3,2,5,3,24,171,182,79,286,18
2023/8/7 (Monday) 12:5:35,LED ON,255,6.5 mg/L,47,47417,BASIC COUNTS,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.01,0.00,RAW VALUES,3,3,4,3,24,171,182,79,285,18
2023/8/7 (Monday) 12:5:36,LED ON,255,6.5 mg/L,48,48076,BASIC COUNTS,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.01,0.00,RAW VALUES,3,3,4,3,25,171,183,79,286,18
2023/8/7 (Monday) 12:5:36,LED ON,255,6.5 mg/L,48,48739,BASIC COUNTS,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.01,0.00,RAW VALUES,3,3,4,3,25,170,182,79,285,18
2023/8/7 (Monday) 12:5:37,LED ON,255,6.5 mg/L,49,49404,BASIC COUNTS,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.01,0.00,RAW VALUES,3,3,5,3,25,170,183,79,286,18
