Date and Time,ASTEP,ATIME,GAIN,LED Status,LED Intensity,Test,Milliseconds,Seconds,Type,F1 (Basic),F2 (Basic),F3 (Basic),F4 (Basic),F5 (Basic),F6 (Basic),F7 (Basic),F8 (Basic),Clear (Basic),NIR (Basic),Type,F1 (Raw),F2 (Raw),F3 (Raw),F4 (Raw),F5 (Raw),F6 (Raw),F7 (Raw),F8 (Raw),Clear (Raw),NIR (Raw)
2023/9/11 (Monday) 16:8:14,999,255,10,LED ON,255,0.0,3,3410,BASIC COUNTS,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,RAW VALUES,0,0,0,0,0,0,0,0,0,0
2023/9/11 (Monday) 16:8:17,999,255,10,LED ON,255,0.0,6,6531,BASIC COUNTS,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,RAW VALUES,0,0,0,0,0,6,17,12,39,0
2023/9/11 (Monday) 16:8:20,999,255,10,LED ON,255,0.0,9,9647,BASIC COUNTS,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,RAW VALUES,0,0,0,0,0,4,17,8,39,0
2023/9/11 (Monday) 16:8:23,999,255,10,LED ON,255,0.0,12,12763,BASIC COUNTS,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,RAW VALUES,0,0,0,0,0,7,16,10,41,0
2023/9/11 (Monday) 16:8:26,999,255,10,LED ON,255,0.0,15,15880,BASIC COUNTS,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,RAW VALUES,0,0,0,0,0,5,18,11,41,0
2023/9/11 (Monday) 16:8:29,999,255,10,LED ON,255,0.0,19,19002,BASIC COUNTS,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,RAW VALUES,0,0,0,0,0,4,17,9,42,0
2023/9/11 (Monday) 16:8:32,999,255,10,LED ON,255,0.0,22,22121,BASIC COUNTS,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,RAW VALUES,0,0,0,0,0,6,16,11,38,0
2023/9/11 (Monday) 16:8:35,999,255,10,LED ON,255,0.0,25,25237,BASIC COUNTS,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,RAW VALUES,0,0,0,0,0,6,15,9,40,0
2023/9/11 (Monday) 16:8:39,999,255,10,LED ON,255,0.0,28,28359,BASIC COUNTS,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,RAW VALUES,0,0,0,0,0,2,16,11,40,0
2023/9/11 (Monday) 16:8:42,999,255,10,LED ON,255,0.0,31,31474,BASIC COUNTS,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,RAW VALUES,0,0,0,0,0,7,15,11,37,0
2023/9/11 (Monday) 16:8:45,999,255,10,LED ON,255,0.0,34,34586,BASIC COUNTS,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,RAW VALUES,0,0,0,0,0,6,14,11,41,0
2023/9/11 (Monday) 16:8:48,999,255,10,LED ON,255,0.0,37,37701,BASIC COUNTS,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,RAW VALUES,0,0,0,0,0,4,14,10,40,0
2023/9/11 (Monday) 16:8:51,999,255,10,LED ON,255,0.0,40,40815,BASIC COUNTS,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,RAW VALUES,0,0,0,0,0,8,17,10,43,0
2023/9/11 (Monday) 16:8:54,999,255,10,LED ON,255,0.0,43,43927,BASIC COUNTS,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,RAW VALUES,0,0,0,0,0,6,16,9,41,0
2023/9/11 (Monday) 16:8:57,999,255,10,LED ON,255,0.0,47,47043,BASIC COUNTS,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,RAW VALUES,0,0,0,0,0,6,13,12,41,0
2023/9/11 (Monday) 16:9:0,999,255,10,LED ON,255,0.0,50,50156,BASIC COUNTS,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,RAW VALUES,0,0,0,0,0,6,14,11,39,0
2023/9/11 (Monday) 16:9:4,999,255,10,LED ON,255,0.0,53,53269,BASIC COUNTS,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,RAW VALUES,0,0,0,0,0,7,14,11,40,0
2023/9/11 (Monday) 16:9:7,999,255,10,LED ON,255,0.0,56,56382,BASIC COUNTS,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,RAW VALUES,0,0,0,0,0,3,17,8,44,0
2023/9/11 (Monday) 16:9:10,999,255,10,LED ON,255,0.0,59,59496,BASIC COUNTS,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,RAW VALUES,0,0,0,0,0,6,16,12,38,0
Date and Time,ASTEP,ATIME,GAIN,LED Status,LED Intensity,Test,Milliseconds,Seconds,Type,F1 (Basic),F2 (Basic),F3 (Basic),F4 (Basic),F5 (Basic),F6 (Basic),F7 (Basic),F8 (Basic),Clear (Basic),NIR (Basic),Type,F1 (Raw),F2 (Raw),F3 (Raw),F4 (Raw),F5 (Raw),F6 (Raw),F7 (Raw),F8 (Raw),Clear (Raw),NIR (Raw)
2023/9/11 (Monday) 16:9:59,999,255,10,LED ON,255,0.25,3,3415,BASIC COUNTS,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,RAW VALUES,0,0,0,0,0,0,0,0,1,0
2023/9/11 (Monday) 16:10:3,999,255,10,LED ON,255,0.25,6,6534,BASIC COUNTS,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,RAW VALUES,0,0,0,0,0,7,19,9,38,0
2023/9/11 (Monday) 16:10:6,999,255,10,LED ON,255,0.25,9,9651,BASIC COUNTS,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,RAW VALUES,0,0,0,0,0,9,18,10,44,0
2023/9/11 (Monday) 16:10:9,999,255,10,LED ON,255,0.25,12,12774,BASIC COUNTS,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,RAW VALUES,0,0,0,0,0,10,21,9,42,0
2023/9/11 (Monday) 16:10:12,999,255,10,LED ON,255,0.25,15,15891,BASIC COUNTS,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,RAW VALUES,0,0,0,0,1,9,18,8,40,0
2023/9/11 (Monday) 16:10:15,999,255,10,LED ON,255,0.25,19,19008,BASIC COUNTS,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,RAW VALUES,0,0,0,0,0,11,20,8,42,0
2023/9/11 (Monday) 16:10:18,999,255,10,LED ON,255,0.25,22,22129,BASIC COUNTS,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,RAW VALUES,0,0,0,0,0,12,19,10,41,0
2023/9/11 (Monday) 16:10:21,999,255,10,LED ON,255,0.25,25,25247,BASIC COUNTS,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,RAW VALUES,0,0,0,0,1,12,19,6,43,0
2023/9/11 (Monday) 16:10:24,999,255,10,LED ON,255,0.25,28,28364,BASIC COUNTS,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,RAW VALUES,0,0,0,0,1,10,19,10,41,0
2023/9/11 (Monday) 16:10:27,999,255,10,LED ON,255,0.25,31,31485,BASIC COUNTS,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,RAW VALUES,0,0,0,0,0,10,17,10,41,0
2023/9/11 (Monday) 16:10:31,999,255,10,LED ON,255,0.25,34,34602,BASIC COUNTS,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,RAW VALUES,0,0,0,0,0,11,18,10,38,0
2023/9/11 (Monday) 16:10:34,999,255,10,LED ON,255,0.25,37,37715,BASIC COUNTS,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,RAW VALUES,0,0,0,0,0,8,22,11,42,0
2023/9/11 (Monday) 16:10:37,999,255,10,LED ON,255,0.25,40,40831,BASIC COUNTS,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,RAW VALUES,0,0,0,0,0,10,19,8,44,0
2023/9/11 (Monday) 16:10:40,999,255,10,LED ON,255,0.25,43,43945,BASIC COUNTS,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,RAW VALUES,0,0,0,0,0,10,19,11,43,0
2023/9/11 (Monday) 16:10:43,999,255,10,LED ON,255,0.25,47,47058,BASIC COUNTS,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,RAW VALUES,0,0,0,0,0,9,21,9,40,0
2023/9/11 (Monday) 16:10:46,999,255,10,LED ON,255,0.25,50,50171,BASIC COUNTS,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,RAW VALUES,0,0,0,0,1,10,18,9,39,0
2023/9/11 (Monday) 16:10:49,999,255,10,LED ON,255,0.25,53,53287,BASIC COUNTS,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,RAW VALUES,0,0,0,0,0,9,18,9,40,0
2023/9/11 (Monday) 16:10:52,999,255,10,LED ON,255,0.25,56,56401,BASIC COUNTS,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,RAW VALUES,0,0,0,0,0,8,19,8,43,0
2023/9/11 (Monday) 16:10:56,999,255,10,LED ON,255,0.25,59,59515,BASIC COUNTS,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,RAW VALUES,0,0,0,0,0,9,18,9,43,0
Date and Time,ASTEP,ATIME,GAIN,LED Status,LED Intensity,Test,Milliseconds,Seconds,Type,F1 (Basic),F2 (Basic),F3 (Basic),F4 (Basic),F5 (Basic),F6 (Basic),F7 (Basic),F8 (Basic),Clear (Basic),NIR (Basic),Type,F1 (Raw),F2 (Raw),F3 (Raw),F4 (Raw),F5 (Raw),F6 (Raw),F7 (Raw),F8 (Raw),Clear (Raw),NIR (Raw)
2023/9/11 (Monday) 16:12:20,999,255,10,LED ON,255,0.50,3,3415,BASIC COUNTS,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,RAW VALUES,0,0,0,0,0,0,0,0,1,0
2023/9/11 (Monday) 16:12:23,999,255,10,LED ON,255,0.50,6,6532,BASIC COUNTS,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,RAW VALUES,0,0,0,0,1,23,33,16,61,0
2023/9/11 (Monday) 16:12:26,999,255,10,LED ON,255,0.50,9,9654,BASIC COUNTS,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,RAW VALUES,0,0,0,0,1,22,34,20,60,0
2023/9/11 (Monday) 16:12:29,999,255,10,LED ON,255,0.50,12,12772,BASIC COUNTS,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,RAW VALUES,0,0,0,0,0,23,38,19,60,0
2023/9/11 (Monday) 16:12:33,999,255,10,LED ON,255,0.50,15,15889,BASIC COUNTS,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,RAW VALUES,0,0,0,0,0,24,34,18,60,0
2023/9/11 (Monday) 16:12:36,999,255,10,LED ON,255,0.50,19,19010,BASIC COUNTS,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,RAW VALUES,0,0,0,0,0,20,33,19,59,0
2023/9/11 (Monday) 16:12:39,999,255,10,LED ON,255,0.50,22,22128,BASIC COUNTS,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,RAW VALUES,0,0,0,0,0,23,34,20,60,0
2023/9/11 (Monday) 16:12:42,999,255,10,LED ON,255,0.50,25,25245,BASIC COUNTS,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,RAW VALUES,0,0,0,0,0,23,33,20,60,0
2023/9/11 (Monday) 16:12:45,999,255,10,LED ON,255,0.50,28,28366,BASIC COUNTS,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,RAW VALUES,0,0,0,0,3,21,35,19,59,0
2023/9/11 (Monday) 16:12:48,999,255,10,LED ON,255,0.50,31,31483,BASIC COUNTS,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,RAW VALUES,0,0,0,0,0,23,34,20,60,0
2023/9/11 (Monday) 16:12:51,999,255,10,LED ON,255,0.50,34,34599,BASIC COUNTS,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,RAW VALUES,0,0,0,0,1,21,32,17,60,0
2023/9/11 (Monday) 16:12:54,999,255,10,LED ON,255,0.50,37,37715,BASIC COUNTS,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,RAW VALUES,0,0,0,0,0,23,34,19,60,0
2023/9/11 (Monday) 16:12:58,999,255,10,LED ON,255,0.50,40,40829,BASIC COUNTS,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,RAW VALUES,0,0,0,0,1,23,34,18,63,0
2023/9/11 (Monday) 16:13:1,999,255,10,LED ON,255,0.50,43,43943,BASIC COUNTS,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,RAW VALUES,0,0,0,0,0,22,33,19,60,0
2023/9/11 (Monday) 16:13:4,999,255,10,LED ON,255,0.50,47,47056,BASIC COUNTS,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,RAW VALUES,0,0,0,0,1,24,33,15,61,0
2023/9/11 (Monday) 16:13:7,999,255,10,LED ON,255,0.50,50,50172,BASIC COUNTS,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,RAW VALUES,0,0,0,0,0,22,34,17,59,0
2023/9/11 (Monday) 16:13:10,999,255,10,LED ON,255,0.50,53,53285,BASIC COUNTS,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,RAW VALUES,0,0,0,0,0,22,33,19,62,0
2023/9/11 (Monday) 16:13:13,999,255,10,LED ON,255,0.50,56,56399,BASIC COUNTS,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,RAW VALUES,0,0,0,0,1,24,34,18,60,0
2023/9/11 (Monday) 16:13:16,999,255,10,LED ON,255,0.50,59,59514,BASIC COUNTS,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,RAW VALUES,0,0,0,0,0,22,35,16,59,0
Date and Time,ASTEP,ATIME,GAIN,LED Status,LED Intensity,Test,Milliseconds,Seconds,Type,F1 (Basic),F2 (Basic),F3 (Basic),F4 (Basic),F5 (Basic),F6 (Basic),F7 (Basic),F8 (Basic),Clear (Basic),NIR (Basic),Type,F1 (Raw),F2 (Raw),F3 (Raw),F4 (Raw),F5 (Raw),F6 (Raw),F7 (Raw),F8 (Raw),Clear (Raw),NIR (Raw)
2023/9/11 (Monday) 16:14:30,999,255,10,LED ON,255,0.75,3,3417,BASIC COUNTS,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,RAW VALUES,0,0,0,0,0,0,0,0,2,0
2023/9/11 (Monday) 16:14:33,999,255,10,LED ON,255,0.75,6,6534,BASIC COUNTS,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,RAW VALUES,0,0,0,0,1,24,37,26,68,0
2023/9/11 (Monday) 16:14:37,999,255,10,LED ON,255,0.75,9,9651,BASIC COUNTS,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,RAW VALUES,0,0,0,0,1,26,38,24,70,0
2023/9/11 (Monday) 16:14:40,999,255,10,LED ON,255,0.75,12,12773,BASIC COUNTS,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,RAW VALUES,0,0,0,0,1,26,40,26,70,0
2023/9/11 (Monday) 16:14:43,999,255,10,LED ON,255,0.75,15,15891,BASIC COUNTS,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,RAW VALUES,0,0,0,0,1,26,37,26,66,0
2023/9/11 (Monday) 16:14:46,999,255,10,LED ON,255,0.75,19,19008,BASIC COUNTS,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,RAW VALUES,0,0,0,0,0,25,38,24,68,0
2023/9/11 (Monday) 16:14:49,999,255,10,LED ON,255,0.75,22,22129,BASIC COUNTS,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,RAW VALUES,0,0,0,0,0,25,38,25,68,0
2023/9/11 (Monday) 16:14:52,999,255,10,LED ON,255,0.75,25,25246,BASIC COUNTS,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,RAW VALUES,0,0,0,0,0,25,38,25,70,0
2023/9/11 (Monday) 16:14:55,999,255,10,LED ON,255,0.75,28,28364,BASIC COUNTS,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,RAW VALUES,0,0,0,0,1,26,39,25,67,0
2023/9/11 (Monday) 16:14:58,999,255,10,LED ON,255,0.75,31,31484,BASIC COUNTS,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,RAW VALUES,0,0,0,0,3,26,40,25,70,0
2023/9/11 (Monday) 16:15:2,999,255,10,LED ON,255,0.75,34,34600,BASIC COUNTS,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,RAW VALUES,0,0,0,0,0,25,37,23,66,0
2023/9/11 (Monday) 16:15:5,999,255,10,LED ON,255,0.75,37,37713,BASIC COUNTS,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,RAW VALUES,0,0,0,0,2,25,38,23,66,0
2023/9/11 (Monday) 16:15:8,999,255,10,LED ON,255,0.75,40,40830,BASIC COUNTS,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,RAW VALUES,0,0,0,0,0,25,41,26,70,0
2023/9/11 (Monday) 16:15:11,999,255,10,LED ON,255,0.75,43,43944,BASIC COUNTS,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,RAW VALUES,0,0,0,0,1,25,38,25,70,0
2023/9/11 (Monday) 16:15:14,999,255,10,LED ON,255,0.75,47,47057,BASIC COUNTS,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,RAW VALUES,0,0,0,0,1,26,38,24,64,0
2023/9/11 (Monday) 16:15:17,999,255,10,LED ON,255,0.75,50,50173,BASIC COUNTS,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,RAW VALUES,0,0,0,0,0,26,39,26,65,0
2023/9/11 (Monday) 16:15:20,999,255,10,LED ON,255,0.75,53,53287,BASIC COUNTS,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,RAW VALUES,0,0,0,0,4,25,38,26,68,0
2023/9/11 (Monday) 16:15:23,999,255,10,LED ON,255,0.75,56,56400,BASIC COUNTS,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,RAW VALUES,0,0,0,0,1,25,42,24,68,0
2023/9/11 (Monday) 16:15:26,999,255,10,LED ON,255,0.75,59,59514,BASIC COUNTS,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,RAW VALUES,0,0,0,0,2,22,37,25,66,0
Date and Time,ASTEP,ATIME,GAIN,LED Status,LED Intensity,Test,Milliseconds,Seconds,Type,F1 (Basic),F2 (Basic),F3 (Basic),F4 (Basic),F5 (Basic),F6 (Basic),F7 (Basic),F8 (Basic),Clear (Basic),NIR (Basic),Type,F1 (Raw),F2 (Raw),F3 (Raw),F4 (Raw),F5 (Raw),F6 (Raw),F7 (Raw),F8 (Raw),Clear (Raw),NIR (Raw)
2023/9/11 (Monday) 16:16:15,999,255,10,LED ON,255,2.0,3,3417,BASIC COUNTS,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,RAW VALUES,0,0,0,0,0,0,0,0,1,0
2023/9/11 (Monday) 16:16:18,999,255,10,LED ON,255,2.0,6,6534,BASIC COUNTS,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,RAW VALUES,0,0,0,0,6,60,69,29,98,0
2023/9/11 (Monday) 16:16:21,999,255,10,LED ON,255,2.0,9,9651,BASIC COUNTS,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,RAW VALUES,0,0,0,0,8,60,71,29,99,0
2023/9/11 (Monday) 16:16:24,999,255,10,LED ON,255,2.0,12,12774,BASIC COUNTS,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,RAW VALUES,0,0,0,0,8,58,74,29,101,0
2023/9/11 (Monday) 16:16:27,999,255,10,LED ON,255,2.0,15,15891,BASIC COUNTS,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,RAW VALUES,0,0,0,0,9,59,73,32,97,0
2023/9/11 (Monday) 16:16:30,999,255,10,LED ON,255,2.0,19,19009,BASIC COUNTS,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,RAW VALUES,0,0,0,0,7,58,70,27,95,0
2023/9/11 (Monday) 16:16:34,999,255,10,LED ON,255,2.0,22,22130,BASIC COUNTS,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,RAW VALUES,0,0,0,0,9,61,73,31,98,0
2023/9/11 (Monday) 16:16:37,999,255,10,LED ON,255,2.0,25,25248,BASIC COUNTS,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,RAW VALUES,0,0,0,0,6,60,73,32,96,0
2023/9/11 (Monday) 16:16:40,999,255,10,LED ON,255,2.0,28,28365,BASIC COUNTS,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,RAW VALUES,0,0,0,0,7,60,72,31,99,0
2023/9/11 (Monday) 16:16:43,999,255,10,LED ON,255,2.0,31,31486,BASIC COUNTS,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,RAW VALUES,0,0,0,0,6,59,72,28,95,0
2023/9/11 (Monday) 16:16:46,999,255,10,LED ON,255,2.0,34,34603,BASIC COUNTS,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,RAW VALUES,0,0,0,0,8,59,70,31,97,0
2023/9/11 (Monday) 16:16:49,999,255,10,LED ON,255,2.0,37,37731,BASIC COUNTS,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,RAW VALUES,0,0,0,0,8,58,69,28,98,0
2023/9/11 (Monday) 16:16:52,999,255,10,LED ON,255,2.0,40,40849,BASIC COUNTS,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,RAW VALUES,0,0,0,0,6,59,72,31,100,0
2023/9/11 (Monday) 16:16:55,999,255,10,LED ON,255,2.0,43,43962,BASIC COUNTS,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,RAW VALUES,0,0,0,0,7,59,73,32,99,0
2023/9/11 (Monday) 16:16:59,999,255,10,LED ON,255,2.0,47,47075,BASIC COUNTS,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,RAW VALUES,0,0,0,0,8,59,70,32,98,0
2023/9/11 (Monday) 16:17:2,999,255,10,LED ON,255,2.0,50,50191,BASIC COUNTS,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,RAW VALUES,0,0,0,0,10,59,70,28,97,0
2023/9/11 (Monday) 16:17:5,999,255,10,LED ON,255,2.0,53,53303,BASIC COUNTS,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,RAW VALUES,0,0,0,0,7,56,72,29,99,0
2023/9/11 (Monday) 16:17:8,999,255,10,LED ON,255,2.0,56,56417,BASIC COUNTS,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,RAW VALUES,0,0,0,0,6,61,69,29,99,0
2023/9/11 (Monday) 16:17:11,999,255,10,LED ON,255,2.0,59,59529,BASIC COUNTS,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,RAW VALUES,0,0,0,0,7,57,71,32,94,0
Date and Time,ASTEP,ATIME,GAIN,LED Status,LED Intensity,Test,Milliseconds,Seconds,Type,F1 (Basic),F2 (Basic),F3 (Basic),F4 (Basic),F5 (Basic),F6 (Basic),F7 (Basic),F8 (Basic),Clear (Basic),NIR (Basic),Type,F1 (Raw),F2 (Raw),F3 (Raw),F4 (Raw),F5 (Raw),F6 (Raw),F7 (Raw),F8 (Raw),Clear (Raw),NIR (Raw)
2023/9/11 (Monday) 16:17:44,999,255,10,LED ON,255,4.0,3,3410,BASIC COUNTS,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,RAW VALUES,0,0,0,0,0,0,0,0,1,0
2023/9/11 (Monday) 16:17:47,999,255,10,LED ON,255,4.0,6,6532,BASIC COUNTS,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,RAW VALUES,0,0,0,0,11,84,102,49,131,0
2023/9/11 (Monday) 16:17:50,999,255,10,LED ON,255,4.0,9,9648,BASIC COUNTS,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,RAW VALUES,0,0,0,0,11,84,101,49,134,0
2023/9/11 (Monday) 16:17:53,999,255,10,LED ON,255,4.0,12,12766,BASIC COUNTS,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,RAW VALUES,0,0,0,0,15,85,102,49,133,0
2023/9/11 (Monday) 16:17:56,999,255,10,LED ON,255,4.0,15,15887,BASIC COUNTS,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,RAW VALUES,0,0,0,0,15,84,101,49,131,0
2023/9/11 (Monday) 16:18:0,999,255,10,LED ON,255,4.0,19,19005,BASIC COUNTS,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,RAW VALUES,0,0,0,0,16,82,103,46,133,0
2023/9/11 (Monday) 16:18:3,999,255,10,LED ON,255,4.0,22,22121,BASIC COUNTS,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,RAW VALUES,0,0,0,0,13,86,100,49,131,0
2023/9/11 (Monday) 16:18:6,999,255,10,LED ON,255,4.0,25,25238,BASIC COUNTS,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,RAW VALUES,0,0,0,0,15,85,101,49,132,0
2023/9/11 (Monday) 16:18:9,999,255,10,LED ON,255,4.0,28,28359,BASIC COUNTS,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,RAW VALUES,0,0,0,0,14,82,102,50,132,0
2023/9/11 (Monday) 16:18:12,999,255,10,LED ON,255,4.0,31,31472,BASIC COUNTS,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,RAW VALUES,0,0,0,0,15,83,102,50,131,0
2023/9/11 (Monday) 16:18:15,999,255,10,LED ON,255,4.0,34,34586,BASIC COUNTS,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,RAW VALUES,0,0,0,0,14,86,101,47,129,0
