Time,Seconds, Milliseconds,IR,Full,Visible,Lux,LED Status,LED Intensity,Test
2023/7/30 (Sunday) 12:33:35,21,21841,24,180,156,22.06,LED ON,255,Cuvette Light
2023/7/30 (Sunday) 12:33:35,22,22143,24,181,157,22.22,LED ON,255,Cuvette Light
2023/7/30 (Sunday) 12:33:35,22,22446,24,181,157,22.22,LED ON,255,Cuvette Light
2023/7/30 (Sunday) 12:33:35,22,22748,24,181,157,22.22,LED ON,255,Cuvette Light
2023/7/30 (Sunday) 12:33:35,23,23051,24,181,157,22.22,LED ON,255,Cuvette Light
2023/7/30 (Sunday) 12:33:35,23,23353,24,181,157,22.22,LED ON,255,Cuvette Light
2023/7/30 (Sunday) 12:33:35,23,23655,24,180,156,22.06,LED ON,255,Cuvette Light
2023/7/30 (Sunday) 12:33:35,23,23958,24,181,157,22.22,LED ON,255,Cuvette Light
2023/7/30 (Sunday) 12:33:35,24,24260,24,181,157,22.22,LED ON,255,Cuvette Light
2023/7/30 (Sunday) 12:33:35,24,24563,24,181,157,22.22,LED ON,255,Cuvette Light
2023/7/30 (Sunday) 12:33:35,24,24866,24,181,157,22.22,LED ON,255,Cuvette Light
2023/7/30 (Sunday) 12:33:35,25,25296,24,181,157,22.22,LED ON,255,Cuvette Light
2023/7/30 (Sunday) 12:33:35,25,25599,24,180,156,22.06,LED ON,255,Cuvette Light
2023/7/30 (Sunday) 12:33:41,26,26003,24,181,157,22.22,LED ON,255,Cuvette Light
2023/7/30 (Sunday) 12:33:41,26,26305,24,181,157,22.22,LED ON,255,Cuvette Light
2023/7/30 (Sunday) 12:33:41,26,26609,24,181,157,22.22,LED ON,255,Cuvette Light
2023/7/30 (Sunday) 12:33:41,26,26911,24,181,157,22.22,LED ON,255,Cuvette Light
2023/7/30 (Sunday) 12:33:41,27,27214,24,181,157,22.22,LED ON,255,Cuvette Light
2023/7/30 (Sunday) 12:33:41,27,27516,24,180,156,22.06,LED ON,255,Cuvette Light
2023/7/30 (Sunday) 12:33:41,27,27819,24,180,156,22.06,LED ON,255,Cuvette Light
2023/7/30 (Sunday) 12:33:41,28,28121,24,181,157,22.22,LED ON,255,Cuvette Light
2023/7/30 (Sunday) 12:33:41,28,28423,24,180,156,22.06,LED ON,255,Cuvette Light
2023/7/30 (Sunday) 12:33:41,28,28727,24,180,156,22.06,LED ON,255,Cuvette Light
2023/7/30 (Sunday) 12:33:41,29,29030,24,180,156,22.06,LED ON,255,Cuvette Light
2023/7/30 (Sunday) 12:33:41,29,29332,24,180,156,22.06,LED ON,255,Cuvette Light
2023/7/30 (Sunday) 12:33:41,29,29635,24,180,156,22.06,LED ON,255,Cuvette Light
2023/7/30 (Sunday) 12:33:41,29,29937,24,181,157,22.22,LED ON,255,Cuvette Light
2023/7/30 (Sunday) 12:33:41,30,30239,24,180,156,22.06,LED ON,255,Cuvette Light
2023/7/30 (Sunday) 12:33:41,30,30543,24,181,157,22.22,LED ON,255,Cuvette Light
2023/7/30 (Sunday) 12:33:41,30,30845,24,181,157,22.22,LED ON,255,Cuvette Light
2023/7/30 (Sunday) 12:33:41,31,31147,24,181,157,22.22,LED ON,255,Cuvette Light
2023/7/30 (Sunday) 12:33:41,31,31450,24,181,157,22.22,LED ON,255,Cuvette Light
2023/7/30 (Sunday) 12:33:41,31,31752,24,181,157,22.22,LED ON,255,Cuvette Light
2023/7/30 (Sunday) 12:33:47,32,32156,24,181,157,22.22,LED ON,255,Cuvette Light
2023/7/30 (Sunday) 12:33:47,32,32459,24,180,156,22.06,LED ON,255,Cuvette Light
2023/7/30 (Sunday) 12:33:47,32,32762,24,181,157,22.22,LED ON,255,Cuvette Light
2023/7/30 (Sunday) 12:33:47,33,33064,24,181,157,22.22,LED ON,255,Cuvette Light
2023/7/30 (Sunday) 12:33:47,33,33366,24,180,156,22.06,LED ON,255,Cuvette Light
2023/7/30 (Sunday) 12:33:47,33,33668,24,181,157,22.22,LED ON,255,Cuvette Light
2023/7/30 (Sunday) 12:33:47,33,33971,24,180,156,22.06,LED ON,255,Cuvette Light
2023/7/30 (Sunday) 12:33:47,34,34275,24,180,156,22.06,LED ON,255,Cuvette Light
2023/7/30 (Sunday) 12:33:47,34,34578,24,180,156,22.06,LED ON,255,Cuvette Light
2023/7/30 (Sunday) 12:33:47,34,34880,24,180,156,22.06,LED ON,255,Cuvette Light
2023/7/30 (Sunday) 12:33:47,35,35183,24,181,157,22.22,LED ON,255,Cuvette Light
2023/7/30 (Sunday) 12:33:47,35,35485,24,180,156,22.06,LED ON,255,Cuvette Light
2023/7/30 (Sunday) 12:33:47,35,35787,24,181,157,22.22,LED ON,255,Cuvette Light
2023/7/30 (Sunday) 12:33:47,36,36090,24,181,157,22.22,LED ON,255,Cuvette Light
2023/7/30 (Sunday) 12:33:47,36,36393,24,180,156,22.06,LED ON,255,Cuvette Light
2023/7/30 (Sunday) 12:33:47,36,36696,24,181,157,22.22,LED ON,255,Cuvette Light
2023/7/30 (Sunday) 12:33:47,36,36998,24,181,157,22.22,LED ON,255,Cuvette Light
2023/7/30 (Sunday) 12:33:47,37,37300,24,181,157,22.22,LED ON,255,Cuvette Light
2023/7/30 (Sunday) 12:33:47,37,37602,24,181,157,22.22,LED ON,255,Cuvette Light
2023/7/30 (Sunday) 12:33:47,37,37904,24,181,157,22.22,LED ON,255,Cuvette Light
2023/7/30 (Sunday) 12:33:53,38,38308,24,180,156,22.06,LED ON,255,Cuvette Light
2023/7/30 (Sunday) 12:33:53,38,38611,24,181,157,22.22,LED ON,255,Cuvette Light
2023/7/30 (Sunday) 12:33:53,38,38913,24,181,157,22.22,LED ON,255,Cuvette Light
2023/7/30 (Sunday) 12:33:53,39,39215,24,180,156,22.06,LED ON,255,Cuvette Light
2023/7/30 (Sunday) 12:33:53,39,39517,24,181,157,22.22,LED ON,255,Cuvette Light
2023/7/30 (Sunday) 12:33:53,39,39820,24,181,157,22.22,LED ON,255,Cuvette Light
2023/7/30 (Sunday) 12:33:53,40,40122,24,181,157,22.22,LED ON,255,Cuvette Light
2023/7/30 (Sunday) 12:33:53,40,40425,24,181,157,22.22,LED ON,255,Cuvette Light
2023/7/30 (Sunday) 12:33:53,40,40728,24,180,156,22.06,LED ON,255,Cuvette Light
2023/7/30 (Sunday) 12:33:53,41,41030,24,181,157,22.22,LED ON,255,Cuvette Light
2023/7/30 (Sunday) 12:33:53,41,41333,24,180,156,22.06,LED ON,255,Cuvette Light
2023/7/30 (Sunday) 12:33:53,41,41635,24,181,157,22.22,LED ON,255,Cuvette Light
2023/7/30 (Sunday) 12:33:53,41,41937,24,181,157,22.22,LED ON,255,Cuvette Light
2023/7/30 (Sunday) 12:33:53,42,42241,24,181,157,22.22,LED ON,255,Cuvette Light
2023/7/30 (Sunday) 12:33:53,42,42543,24,181,157,22.22,LED ON,255,Cuvette Light
2023/7/30 (Sunday) 12:33:53,42,42846,24,181,157,22.22,LED ON,255,Cuvette Light
2023/7/30 (Sunday) 12:33:53,43,43149,24,181,157,22.22,LED ON,255,Cuvette Light
2023/7/30 (Sunday) 12:33:53,43,43451,24,180,156,22.06,LED ON,255,Cuvette Light
2023/7/30 (Sunday) 12:33:53,43,43753,24,181,157,22.22,LED ON,255,Cuvette Light
2023/7/30 (Sunday) 12:33:53,44,44056,24,181,157,22.22,LED ON,255,Cuvette Light
2023/7/30 (Sunday) 12:34:0,44,44461,24,181,157,22.22,LED ON,255,Cuvette Light
2023/7/30 (Sunday) 12:34:0,44,44764,24,180,156,22.06,LED ON,255,Cuvette Light
2023/7/30 (Sunday) 12:34:0,45,45066,24,180,156,22.06,LED ON,255,Cuvette Light
2023/7/30 (Sunday) 12:34:0,45,45368,24,181,157,22.22,LED ON,255,Cuvette Light
2023/7/30 (Sunday) 12:34:0,45,45670,24,181,157,22.22,LED ON,255,Cuvette Light
2023/7/30 (Sunday) 12:34:0,45,45972,24,181,157,22.22,LED ON,255,Cuvette Light
2023/7/30 (Sunday) 12:34:0,46,46276,24,181,157,22.22,LED ON,255,Cuvette Light
2023/7/30 (Sunday) 12:34:0,46,46578,24,181,157,22.22,LED ON,255,Cuvette Light
2023/7/30 (Sunday) 12:34:0,46,46880,24,181,157,22.22,LED ON,255,Cuvette Light
2023/7/30 (Sunday) 12:34:0,47,47183,24,180,156,22.06,LED ON,255,Cuvette Light
2023/7/30 (Sunday) 12:34:0,47,47485,24,181,157,22.22,LED ON,255,Cuvette Light
2023/7/30 (Sunday) 12:34:0,47,47787,24,181,157,22.22,LED ON,255,Cuvette Light
2023/7/30 (Sunday) 12:34:0,48,48089,24,181,157,22.22,LED ON,255,Cuvette Light
2023/7/30 (Sunday) 12:34:0,48,48394,24,180,156,22.06,LED ON,255,Cuvette Light
2023/7/30 (Sunday) 12:34:0,48,48696,24,180,156,22.06,LED ON,255,Cuvette Light
2023/7/30 (Sunday) 12:34:0,48,48998,24,181,157,22.22,LED ON,255,Cuvette Light
2023/7/30 (Sunday) 12:34:0,49,49300,24,180,156,22.06,LED ON,255,Cuvette Light
2023/7/30 (Sunday) 12:34:0,49,49603,24,180,156,22.06,LED ON,255,Cuvette Light
2023/7/30 (Sunday) 12:34:0,49,49905,24,181,157,22.22,LED ON,255,Cuvette Light
2023/7/30 (Sunday) 12:34:0,50,50209,24,180,156,22.06,LED ON,255,Cuvette Light
2023/7/30 (Sunday) 12:34:6,50,50612,24,181,157,22.22,LED ON,255,Cuvette Light
2023/7/30 (Sunday) 12:34:6,50,50915,24,181,157,22.22,LED ON,255,Cuvette Light
2023/7/30 (Sunday) 12:34:6,51,51217,24,181,157,22.22,LED ON,255,Cuvette Light
2023/7/30 (Sunday) 12:34:6,51,51519,24,181,157,22.22,LED ON,255,Cuvette Light
2023/7/30 (Sunday) 12:34:6,51,51821,24,181,157,22.22,LED ON,255,Cuvette Light
2023/7/30 (Sunday) 12:34:6,52,52125,24,180,156,22.06,LED ON,255,Cuvette Light
2023/7/30 (Sunday) 12:34:6,52,52428,24,180,156,22.06,LED ON,255,Cuvette Light
2023/7/30 (Sunday) 12:34:6,52,52730,24,180,156,22.06,LED ON,255,Cuvette Light
2023/7/30 (Sunday) 12:34:6,53,53032,24,181,157,22.22,LED ON,255,Cuvette Light
2023/7/30 (Sunday) 12:34:6,53,53334,24,181,157,22.22,LED ON,255,Cuvette Light
2023/7/30 (Sunday) 12:34:6,53,53637,24,181,157,22.22,LED ON,255,Cuvette Light
2023/7/30 (Sunday) 12:34:6,53,53939,24,181,157,22.22,LED ON,255,Cuvette Light
2023/7/30 (Sunday) 12:34:6,54,54242,24,181,157,22.22,LED ON,255,Cuvette Light
2023/7/30 (Sunday) 12:34:6,54,54544,24,181,157,22.22,LED ON,255,Cuvette Light
2023/7/30 (Sunday) 12:34:6,54,54846,24,180,156,22.06,LED ON,255,Cuvette Light
2023/7/30 (Sunday) 12:34:6,55,55148,24,180,156,22.06,LED ON,255,Cuvette Light
2023/7/30 (Sunday) 12:34:6,55,55450,24,180,156,22.06,LED ON,255,Cuvette Light
2023/7/30 (Sunday) 12:34:6,55,55752,24,181,157,22.22,LED ON,255,Cuvette Light
2023/7/30 (Sunday) 12:34:6,56,56054,24,181,157,22.22,LED ON,255,Cuvette Light
2023/7/30 (Sunday) 12:34:6,56,56358,24,181,157,22.22,LED ON,255,Cuvette Light
2023/7/30 (Sunday) 12:34:12,56,56762,24,181,157,22.22,LED ON,255,Cuvette Light
2023/7/30 (Sunday) 12:34:12,57,57064,24,180,156,22.06,LED ON,255,Cuvette Light
2023/7/30 (Sunday) 12:34:12,57,57366,24,180,156,22.06,LED ON,255,Cuvette Light
2023/7/30 (Sunday) 12:34:12,57,57669,24,181,157,22.22,LED ON,255,Cuvette Light
2023/7/30 (Sunday) 12:34:12,57,57971,24,181,157,22.22,LED ON,255,Cuvette Light
2023/7/30 (Sunday) 12:34:12,58,58274,24,180,156,22.06,LED ON,255,Cuvette Light
2023/7/30 (Sunday) 12:34:12,58,58577,24,180,156,22.06,LED ON,255,Cuvette Light
2023/7/30 (Sunday) 12:34:12,58,58879,24,180,156,22.06,LED ON,255,Cuvette Light
2023/7/30 (Sunday) 12:34:12,59,59181,24,180,156,22.06,LED ON,255,Cuvette Light
2023/7/30 (Sunday) 12:34:12,59,59483,24,181,157,22.22,LED ON,255,Cuvette Light
2023/7/30 (Sunday) 12:34:12,59,59786,24,180,156,22.06,LED ON,255,Cuvette Light
2023/7/30 (Sunday) 12:34:12,60,60088,24,180,156,22.06,LED ON,255,Cuvette Light
2023/7/30 (Sunday) 12:34:12,60,60392,24,181,157,22.22,LED ON,255,Cuvette Light
2023/7/30 (Sunday) 12:34:12,60,60694,24,181,157,22.22,LED ON,255,Cuvette Light
2023/7/30 (Sunday) 12:34:12,60,60997,24,180,156,22.06,LED ON,255,Cuvette Light
Time,Seconds, Milliseconds,IR,Full,Visible,Lux,LED Status,LED Intensity,Test
2023/7/30 (Sunday) 12:38:1,1,1267,2,8,6,0.73,LED OFF,0,DI Water Dark
2023/7/30 (Sunday) 12:38:1,1,1569,2,8,6,0.73,LED OFF,0,DI Water Dark
2023/7/30 (Sunday) 12:38:1,1,1871,2,8,6,0.73,LED OFF,0,DI Water Dark
2023/7/30 (Sunday) 12:38:1,2,2173,1,8,7,1.00,LED OFF,0,DI Water Dark
2023/7/30 (Sunday) 12:38:1,2,2475,2,8,6,0.73,LED OFF,0,DI Water Dark
2023/7/30 (Sunday) 12:38:1,2,2779,2,8,6,0.73,LED OFF,0,DI Water Dark
2023/7/30 (Sunday) 12:38:1,3,3081,2,8,6,0.73,LED OFF,0,DI Water Dark
2023/7/30 (Sunday) 12:38:1,3,3383,2,8,6,0.73,LED OFF,0,DI Water Dark
2023/7/30 (Sunday) 12:38:1,3,3685,2,8,6,0.73,LED OFF,0,DI Water Dark
2023/7/30 (Sunday) 12:38:1,3,3987,2,8,6,0.73,LED OFF,0,DI Water Dark
2023/7/30 (Sunday) 12:38:1,4,4289,2,8,6,0.73,LED OFF,0,DI Water Dark
2023/7/30 (Sunday) 12:38:1,4,4592,2,8,6,0.73,LED OFF,0,DI Water Dark
2023/7/30 (Sunday) 12:38:1,4,4895,2,8,6,0.73,LED OFF,0,DI Water Dark
2023/7/30 (Sunday) 12:38:1,5,5197,2,8,6,0.73,LED OFF,0,DI Water Dark
2023/7/30 (Sunday) 12:38:1,5,5499,2,8,6,0.73,LED OFF,0,DI Water Dark
2023/7/30 (Sunday) 12:38:1,5,5801,2,8,6,0.73,LED OFF,0,DI Water Dark
2023/7/30 (Sunday) 12:38:1,6,6105,2,8,6,0.73,LED OFF,0,DI Water Dark
2023/7/30 (Sunday) 12:38:1,6,6407,1,8,7,1.00,LED OFF,0,DI Water Dark
2023/7/30 (Sunday) 12:38:1,6,6709,2,8,6,0.73,LED OFF,0,DI Water Dark
2023/7/30 (Sunday) 12:38:1,7,7012,2,8,6,0.73,LED OFF,0,DI Water Dark
2023/7/30 (Sunday) 12:38:8,7,7417,2,8,6,0.73,LED OFF,0,DI Water Dark
2023/7/30 (Sunday) 12:38:8,7,7719,2,8,6,0.73,LED OFF,0,DI Water Dark
2023/7/30 (Sunday) 12:38:8,8,8021,2,8,6,0.73,LED OFF,0,DI Water Dark
2023/7/30 (Sunday) 12:38:8,8,8323,2,8,6,0.73,LED OFF,0,DI Water Dark
2023/7/30 (Sunday) 12:38:8,8,8625,2,8,6,0.73,LED OFF,0,DI Water Dark
2023/7/30 (Sunday) 12:38:8,8,8927,2,8,6,0.73,LED OFF,0,DI Water Dark
2023/7/30 (Sunday) 12:38:8,9,9229,2,8,6,0.73,LED OFF,0,DI Water Dark
2023/7/30 (Sunday) 12:38:8,9,9532,2,8,6,0.73,LED OFF,0,DI Water Dark
2023/7/30 (Sunday) 12:38:8,9,9834,2,8,6,0.73,LED OFF,0,DI Water Dark
2023/7/30 (Sunday) 12:38:8,10,10137,2,8,6,0.73,LED OFF,0,DI Water Dark
2023/7/30 (Sunday) 12:38:8,10,10439,2,8,6,0.73,LED OFF,0,DI Water Dark
2023/7/30 (Sunday) 12:38:8,10,10741,2,8,6,0.73,LED OFF,0,DI Water Dark
2023/7/30 (Sunday) 12:38:8,11,11043,2,8,6,0.73,LED OFF,0,DI Water Dark
2023/7/30 (Sunday) 12:38:8,11,11345,2,8,6,0.73,LED OFF,0,DI Water Dark
2023/7/30 (Sunday) 12:38:8,11,11649,2,8,6,0.73,LED OFF,0,DI Water Dark
2023/7/30 (Sunday) 12:38:8,11,11951,2,8,6,0.73,LED OFF,0,DI Water Dark
2023/7/30 (Sunday) 12:38:8,12,12253,2,8,6,0.73,LED OFF,0,DI Water Dark
2023/7/30 (Sunday) 12:38:8,12,12556,2,8,6,0.73,LED OFF,0,DI Water Dark
2023/7/30 (Sunday) 12:38:8,12,12858,2,8,6,0.73,LED OFF,0,DI Water Dark
2023/7/30 (Sunday) 12:38:8,13,13160,2,8,6,0.73,LED OFF,0,DI Water Dark
2023/7/30 (Sunday) 12:38:14,13,13564,2,8,6,0.73,LED OFF,0,DI Water Dark
2023/7/30 (Sunday) 12:38:14,13,13867,2,8,6,0.73,LED OFF,0,DI Water Dark
2023/7/30 (Sunday) 12:38:14,14,14170,2,8,6,0.73,LED OFF,0,DI Water Dark
2023/7/30 (Sunday) 12:38:14,14,14472,2,8,6,0.73,LED OFF,0,DI Water Dark
2023/7/30 (Sunday) 12:38:14,14,14774,2,8,6,0.73,LED OFF,0,DI Water Dark
2023/7/30 (Sunday) 12:38:14,15,15076,2,8,6,0.73,LED OFF,0,DI Water Dark
2023/7/30 (Sunday) 12:38:14,15,15379,2,8,6,0.73,LED OFF,0,DI Water Dark
2023/7/30 (Sunday) 12:38:14,15,15681,2,8,6,0.73,LED OFF,0,DI Water Dark
2023/7/30 (Sunday) 12:38:14,15,15985,2,8,6,0.73,LED OFF,0,DI Water Dark
2023/7/30 (Sunday) 12:38:14,16,16287,2,8,6,0.73,LED OFF,0,DI Water Dark
2023/7/30 (Sunday) 12:38:14,16,16589,2,8,6,0.73,LED OFF,0,DI Water Dark
2023/7/30 (Sunday) 12:38:14,16,16891,2,8,6,0.73,LED OFF,0,DI Water Dark
2023/7/30 (Sunday) 12:38:14,17,17193,2,8,6,0.73,LED OFF,0,DI Water Dark
2023/7/30 (Sunday) 12:38:14,17,17496,2,8,6,0.73,LED OFF,0,DI Water Dark
2023/7/30 (Sunday) 12:38:14,17,17798,2,8,6,0.73,LED OFF,0,DI Water Dark
2023/7/30 (Sunday) 12:38:14,18,18101,2,8,6,0.73,LED OFF,0,DI Water Dark
2023/7/30 (Sunday) 12:38:14,18,18404,2,8,6,0.73,LED OFF,0,DI Water Dark
2023/7/30 (Sunday) 12:38:14,18,18706,2,8,6,0.73,LED OFF,0,DI Water Dark
2023/7/30 (Sunday) 12:38:14,19,19008,2,8,6,0.73,LED OFF,0,DI Water Dark
2023/7/30 (Sunday) 12:38:14,19,19310,2,8,6,0.73,LED OFF,0,DI Water Dark
2023/7/30 (Sunday) 12:38:20,19,19714,2,8,6,0.73,LED OFF,0,DI Water Dark
2023/7/30 (Sunday) 12:38:20,20,20017,2,8,6,0.73,LED OFF,0,DI Water Dark
2023/7/30 (Sunday) 12:38:20,20,20320,2,8,6,0.73,LED OFF,0,DI Water Dark
2023/7/30 (Sunday) 12:38:20,20,20622,2,8,6,0.73,LED OFF,0,DI Water Dark
2023/7/30 (Sunday) 12:38:20,20,20925,2,8,6,0.73,LED OFF,0,DI Water Dark
2023/7/30 (Sunday) 12:38:20,21,21227,2,8,6,0.73,LED OFF,0,DI Water Dark
2023/7/30 (Sunday) 12:38:20,21,21529,2,8,6,0.73,LED OFF,0,DI Water Dark
2023/7/30 (Sunday) 12:38:20,21,21831,2,8,6,0.73,LED OFF,0,DI Water Dark
2023/7/30 (Sunday) 12:38:20,22,22134,2,8,6,0.73,LED OFF,0,DI Water Dark
2023/7/30 (Sunday) 12:38:20,22,22437,2,8,6,0.73,LED OFF,0,DI Water Dark
2023/7/30 (Sunday) 12:38:20,22,22739,2,8,6,0.73,LED OFF,0,DI Water Dark
2023/7/30 (Sunday) 12:38:20,23,23041,2,8,6,0.73,LED OFF,0,DI Water Dark
2023/7/30 (Sunday) 12:38:20,23,23343,2,8,6,0.73,LED OFF,0,DI Water Dark
2023/7/30 (Sunday) 12:38:20,23,23645,2,7,5,0.58,LED OFF,0,DI Water Dark
2023/7/30 (Sunday) 12:38:20,23,23947,2,8,6,0.73,LED OFF,0,DI Water Dark
2023/7/30 (Sunday) 12:38:20,24,24250,2,8,6,0.73,LED OFF,0,DI Water Dark
2023/7/30 (Sunday) 12:38:20,24,24553,2,8,6,0.73,LED OFF,0,DI Water Dark
2023/7/30 (Sunday) 12:38:20,24,24855,2,8,6,0.73,LED OFF,0,DI Water Dark
2023/7/30 (Sunday) 12:38:20,25,25157,2,8,6,0.73,LED OFF,0,DI Water Dark
2023/7/30 (Sunday) 12:38:20,25,25459,2,8,6,0.73,LED OFF,0,DI Water Dark
2023/7/30 (Sunday) 12:38:26,25,25863,2,8,6,0.73,LED OFF,0,DI Water Dark
2023/7/30 (Sunday) 12:38:26,26,26165,2,8,6,0.73,LED OFF,0,DI Water Dark
2023/7/30 (Sunday) 12:38:26,26,26467,2,8,6,0.73,LED OFF,0,DI Water Dark
2023/7/30 (Sunday) 12:38:26,26,26771,2,8,6,0.73,LED OFF,0,DI Water Dark
2023/7/30 (Sunday) 12:38:26,27,27073,2,8,6,0.73,LED OFF,0,DI Water Dark
2023/7/30 (Sunday) 12:38:26,27,27375,2,8,6,0.73,LED OFF,0,DI Water Dark
2023/7/30 (Sunday) 12:38:26,27,27677,2,8,6,0.73,LED OFF,0,DI Water Dark
2023/7/30 (Sunday) 12:38:26,27,27979,2,8,6,0.73,LED OFF,0,DI Water Dark
2023/7/30 (Sunday) 12:38:26,28,28282,2,8,6,0.73,LED OFF,0,DI Water Dark
2023/7/30 (Sunday) 12:38:26,28,28584,2,8,6,0.73,LED OFF,0,DI Water Dark
2023/7/30 (Sunday) 12:38:26,28,28888,2,8,6,0.73,LED OFF,0,DI Water Dark
2023/7/30 (Sunday) 12:38:26,29,29190,2,8,6,0.73,LED OFF,0,DI Water Dark
2023/7/30 (Sunday) 12:38:26,29,29492,2,8,6,0.73,LED OFF,0,DI Water Dark
2023/7/30 (Sunday) 12:38:26,29,29794,2,8,6,0.73,LED OFF,0,DI Water Dark
2023/7/30 (Sunday) 12:38:26,30,30096,2,8,6,0.73,LED OFF,0,DI Water Dark
2023/7/30 (Sunday) 12:38:26,30,30399,2,8,6,0.73,LED OFF,0,DI Water Dark
2023/7/30 (Sunday) 12:38:26,30,30701,2,8,6,0.73,LED OFF,0,DI Water Dark
2023/7/30 (Sunday) 12:38:26,31,31005,2,8,6,0.73,LED OFF,0,DI Water Dark
2023/7/30 (Sunday) 12:38:26,31,31307,2,8,6,0.73,LED OFF,0,DI Water Dark
2023/7/30 (Sunday) 12:38:26,31,31609,2,8,6,0.73,LED OFF,0,DI Water Dark
2023/7/30 (Sunday) 12:38:32,32,32013,2,8,6,0.73,LED OFF,0,DI Water Dark
2023/7/30 (Sunday) 12:38:32,32,32315,2,8,6,0.73,LED OFF,0,DI Water Dark
2023/7/30 (Sunday) 12:38:32,32,32617,2,8,6,0.73,LED OFF,0,DI Water Dark
2023/7/30 (Sunday) 12:38:32,32,32920,2,8,6,0.73,LED OFF,0,DI Water Dark
2023/7/30 (Sunday) 12:38:32,33,33224,2,8,6,0.73,LED OFF,0,DI Water Dark
2023/7/30 (Sunday) 12:38:32,33,33526,2,8,6,0.73,LED OFF,0,DI Water Dark
2023/7/30 (Sunday) 12:38:32,33,33828,2,8,6,0.73,LED OFF,0,DI Water Dark
2023/7/30 (Sunday) 12:38:32,34,34130,2,8,6,0.73,LED OFF,0,DI Water Dark
2023/7/30 (Sunday) 12:38:32,34,34433,2,8,6,0.73,LED OFF,0,DI Water Dark
2023/7/30 (Sunday) 12:38:32,34,34740,2,8,6,0.73,LED OFF,0,DI Water Dark
2023/7/30 (Sunday) 12:38:32,35,35043,2,8,6,0.73,LED OFF,0,DI Water Dark
2023/7/30 (Sunday) 12:38:32,35,35346,2,8,6,0.73,LED OFF,0,DI Water Dark
2023/7/30 (Sunday) 12:38:32,35,35648,2,8,6,0.73,LED OFF,0,DI Water Dark
2023/7/30 (Sunday) 12:38:32,35,35950,1,8,7,1.00,LED OFF,0,DI Water Dark
2023/7/30 (Sunday) 12:38:32,36,36253,2,8,6,0.73,LED OFF,0,DI Water Dark
2023/7/30 (Sunday) 12:38:32,36,36555,2,8,6,0.73,LED OFF,0,DI Water Dark
2023/7/30 (Sunday) 12:38:32,36,36857,2,8,6,0.73,LED OFF,0,DI Water Dark
2023/7/30 (Sunday) 12:38:32,37,37159,2,8,6,0.73,LED OFF,0,DI Water Dark
2023/7/30 (Sunday) 12:38:32,37,37463,2,8,6,0.73,LED OFF,0,DI Water Dark
2023/7/30 (Sunday) 12:38:32,37,37766,2,8,6,0.73,LED OFF,0,DI Water Dark
2023/7/30 (Sunday) 12:38:38,38,38170,2,8,6,0.73,LED OFF,0,DI Water Dark
2023/7/30 (Sunday) 12:38:38,38,38472,2,8,6,0.73,LED OFF,0,DI Water Dark
2023/7/30 (Sunday) 12:38:38,38,38774,2,8,6,0.73,LED OFF,0,DI Water Dark
2023/7/30 (Sunday) 12:38:38,39,39077,2,8,6,0.73,LED OFF,0,DI Water Dark
2023/7/30 (Sunday) 12:38:38,39,39379,2,8,6,0.73,LED OFF,0,DI Water Dark
2023/7/30 (Sunday) 12:38:38,39,39681,2,8,6,0.73,LED OFF,0,DI Water Dark
2023/7/30 (Sunday) 12:38:38,39,39985,2,8,6,0.73,LED OFF,0,DI Water Dark
2023/7/30 (Sunday) 12:38:38,40,40287,2,8,6,0.73,LED OFF,0,DI Water Dark
2023/7/30 (Sunday) 12:38:38,40,40589,2,8,6,0.73,LED OFF,0,DI Water Dark
2023/7/30 (Sunday) 12:38:38,40,40891,2,8,6,0.73,LED OFF,0,DI Water Dark
2023/7/30 (Sunday) 12:38:38,41,41193,2,8,6,0.73,LED OFF,0,DI Water Dark
2023/7/30 (Sunday) 12:38:38,41,41496,2,8,6,0.73,LED OFF,0,DI Water Dark
2023/7/30 (Sunday) 12:38:38,41,41798,2,8,6,0.73,LED OFF,0,DI Water Dark
2023/7/30 (Sunday) 12:38:38,42,42102,2,8,6,0.73,LED OFF,0,DI Water Dark
2023/7/30 (Sunday) 12:38:38,42,42404,2,8,6,0.73,LED OFF,0,DI Water Dark
2023/7/30 (Sunday) 12:38:38,42,42706,2,8,6,0.73,LED OFF,0,DI Water Dark
2023/7/30 (Sunday) 12:38:38,43,43008,2,8,6,0.73,LED OFF,0,DI Water Dark
2023/7/30 (Sunday) 12:38:38,43,43310,2,8,6,0.73,LED OFF,0,DI Water Dark
2023/7/30 (Sunday) 12:38:38,43,43612,2,8,6,0.73,LED OFF,0,DI Water Dark
2023/7/30 (Sunday) 12:38:38,43,43914,2,8,6,0.73,LED OFF,0,DI Water Dark
2023/7/30 (Sunday) 12:38:45,44,44319,2,8,6,0.73,LED OFF,0,DI Water Dark
2023/7/30 (Sunday) 12:38:45,44,44621,2,8,6,0.73,LED OFF,0,DI Water Dark
2023/7/30 (Sunday) 12:38:45,44,44923,2,8,6,0.73,LED OFF,0,DI Water Dark
2023/7/30 (Sunday) 12:38:45,45,45225,2,8,6,0.73,LED OFF,0,DI Water Dark
2023/7/30 (Sunday) 12:38:45,45,45528,2,8,6,0.73,LED OFF,0,DI Water Dark
2023/7/30 (Sunday) 12:38:45,45,45830,2,8,6,0.73,LED OFF,0,DI Water Dark
2023/7/30 (Sunday) 12:38:45,46,46132,2,8,6,0.73,LED OFF,0,DI Water Dark
